,target,Tweets
704,0,I've just banged my head really hard and what did my fella do?? Fuck all the nob!! Sorry about the languange but its how I feel 
705,0,Farrah Fawcett Has Died at Age 62  today.
706,0,Seeing reports that Farrah Fawcett has died.  She was my favourite Charlie's Angel. RIP.
707,0,@PRETTYYYMESS i just saw it on the news  isn't that sad? she was like 62.
708,0,@cathrin_theo i misss you 
709,0,"@wilhelminaaah feel better, Kimberface.  Wish I could do more than send lame text messages but alas."
710,0,I'm in class! Political science.. 
711,0,my wendy's potato was far better than my nuggets. lunch decision fail 
712,0,@sasultana Farrah Fawcett died   Just be careful outside...the weather channel was saying another storm would roll in about 1.5-2 hours.
713,0,"Damnit, option #1 just called to try working something out.    I'm sad but at least I have a place to live."
714,0,Raging at broken Skype  Where is @toritruslow? 
715,0,LIFE is so unfair sometimes 
716,0,Farrah Fawcett 1947 - 2009 Good bye to a classy lady! 
717,0,taking a lil nap nap  b4 i head off to wrk 
718,0,@khali_blache *hugs* for you m'dear... 
719,0,Farrah Fawcet has passed. 
720,0, poos Farrah. her last 3 years have been soooo sad.
721,0,@cloverest god damn it I want a fuckin beagle so bad 
722,0,"I guess I have to leave the house: 27 Degrees C, = HAWT! TOO HAWT! "
723,0,@trismac   I had no idea until I read UR tweet!  
724,0,My homepage still refuses to update. 
725,0,@PerezHilton R.I.P. Farrah Fawcett http://bit.ly/DVCgs The beloved angel has passed away. 
726,0,Sad... Farrah Fawcett just passed away. Cancer. Cancer sucks. 
727,0,Just had a bit of a fall off a bike. While PUSHING it. Cuts and bruises all over the place 
728,0,@nowandforevermn no sir. 
729,0,@HartHanson Awww...that's so sad 
730,0,Farah fawcet has just passed away. 
731,0,Rest in Peace Farrah 
732,0,Rest in peace farrah. You will be missed more than you know. 
733,0,"Rest in Peace, Farrah Fawcett... "
734,0,Rest in peace Farrah Fawcett and the little baby girl who was found dead in a car today in DK. So awful when people die 
735,0,Farrah Fawcett has passed away  May she Rest In Peace.
736,0,@purplepleather NO!!! R U SERIOUS??? 
737,0,"Sad, Ed McMahon and Farrah Fawcett in one week.  http://bit.ly/gYQIS "
738,0,FARRAH FAWCETT DIED!  And her beautiful hair  http://tinyurl.com/mbp49v
739,0,Sad.... Farrah Fawcett has lost her battle with cancer and joined the real angels... RIP 
740,0,@theVIPERroom 
741,0,In my yard but i soooo wish i was at the beach right now  http://znl.me/O7WYH
742,0,about to go to work  cnt wait
743,0,@anddog1 my signature? That's my handwriting 
744,0,aw Farrah Fawcett died. that's sad 
745,0,I'm really sad about Farrah  I HATE cancer! I wish we could find something to BEAT that disease!
746,0,Gotta clean today 
747,0,Rest Peacefully Farrah Fawcett!!!! 
748,0,@TouringRider Thanks for the suggestion. It's not the battery; it tests at 12 volts. Just clicks.  Starter motor fine. Bad contact maybe? 
749,0,Unpacking is a lot more fun than packing.  I don't want to go back to the old house again. 
750,0,Off 2 work 
751,0,Farrah Fawcett died today at St. John's Health Center in Los Angeles after a courageous and lengthy battle with cancer. 
752,0,@janaej I was joking with @amandablum about flying there bc she was making yum fried chicken.....not actually going. 
753,0,"@teamDdemiLovato i know that now, after i made my self look like a complete idiot!! "
754,0,waiting for my dad to finish cooking our lunch. I'm really really really really hungry!!!!! 
755,0,"Peace the spork out, Farrah. "
756,0,I think I will attempt to feather my hair today for Farrah   very very sad - may she have peace now
757,0,@Adeline604 That's really a shame...  At least it's over for Farrah Fawcett now.
758,0,R.I.P. Farrah Fawcett http://bit.ly/DVCgs  The beloved angel has passed away.    so sad
759,0,I'm missing not talking to you today; and the weekend'll span an eternity till I see you again 
760,0,Glad to be home at last! Work was actually hell today - bloody projectors 
761,0,Sad that Farrah Fawcett passed. Other than my mom she's the first woman I thought was beautiful. I was probably 6 years old at the time. 
762,0,"@jschind5804 Hope you have fun tonite...if it doesnt get cooler, you'll be going solo! "
763,0,@ work for another 6 hours 
764,0,@PsychicCrayon 
765,0,Rest in peace Farrah Fawcet.  
766,0, RIP Farrah. May your hairstyle live forever. &lt;3
767,0,@Mommykins41 Sad 
768,0,RIP Farrah Fawcett so sorry to hear the news 
769,0,R.I.P miss Farrah Fawcett a great woman. she will be remembered forever 
770,0,Farrah Fawcett died this morning 
771,0,@aimeenbarnes I'm actually referencing office worker situations. This is pervasive in the culture. sad 
772,0,Just woke up. Had a good dream. Mmmm. Wish I could lounge and bed to keep dreaming about it. But gotta get up 
773,0,Starving. Someone please bring me something to eat 
774,0,Getting more done today then I thought....I just cannot find the IRB application anywhere!! 
775,0,Rest in Peace Farrah Fawcett 
776,0,"@Raatek she's beautiful, she looks so young "
777,0,RIP Farrah  Such a huge part of my childhood
778,0,@eonline the world will surely miss her so much 
779,0,@danecook or they only had 1 imaginary friend - and they prolly didn't get along 
780,0,so sad about farrah fawcett. rip  
781,0,@lisarinna very sad Lisa...she is freeeeeeeeeeee an Angel in Heaven xoxo 
782,0,Link: Farrah Fawcett Dies of Cancer at 62  http://tumblr.com/x5h25fy5j
783,0,Farrah Fawcett has died from cancer at age 62.    The angel is the with the angels.
784,0,watching clips fro kfest which i didn't get 2 g2 
785,0,is at the last SOAR  .....but had a great time last night...watta cutie ;)
786,0,Aw...Rest in Peace Farrah Fawcett 
787,0,Farrah has left us  tho I am not religious..god bless her and give her peace at last.
788,0,"Farrah Fawcett, my fellow Texas Longhorn, has lost her battle with cancer  So sad. RIP"
789,0,Got bited by some kinda bug in the pool 
790,0,I don't know why but I feel insecure..  hope this is not a bad sign
791,0,So sad...farrah fawcett lost her battle with cancer  may she rest in peace...
792,0,ouch! my back really hurts and it looks like i won't make it to the gym  puchita!
793,0,Work work work 
794,0,"@unemployedbush i am sure that you looked totally hot in those spurs and chaps, i am sorry i missed it. "
795,0,why cant someone be more sponteneous and romantic... haiz... no use hoping...  better slp...2mrw long day at work again...
796,0,hopes her A/C gets fixed today.  It's a lil hot. 
797,0,@mondayskies IT'S TRAGIC BUT TRUE  (and wow TweetDeck is seriously super convenient )
798,0,Oh no Charlie's Angel Farrah Fawcett passed away at the age of 62 
799,0,@AndiiSmilez I miss them too! 
800,0,...now it's again not working in all my browsers...  !identica session token / internal server error 500
801,0,@graemeainslie  I'm trying to sort the issue out but I have no idea whats causing it lol. How are you anyways?
802,0,@billydmims I believe the celtics will finally have a challenge .. Just cause of shaq going to the cavs 
803,0,@mimidancer  Yeah i have odd moments too... My parents are psychologists 
804,0,@tnkgrl That's why there's still no official Qik App in the App Store and Sling is limited to WiFi only. 
805,0,So sad about Farrah Fawcett 
806,0,couscous i want to go to glasto 
807,0,@MouseisTheWal R.I.P. Gizmo? 
808,0,@FenricWolf I don't have a USB to transmit it on to the computer 
809,0,There is no food in my house 
810,0,"RIP Farrah Fawcett... that breaks my heart  I don't know why, but I was still somewhat hopeful for her."
811,0,Wow rip farrah 
812,0,"@scottsands I'm jealous! Hope you had fun at the show, I couldn't make it "
813,0,@MelissaEGilbert very sad Melissa she is in Heaven....a real Angel now xoxo 
814,0,@mileycyrus i know!  R.I.P
815,0,sad news...farrah fawcett just passed away 
816,0,OMG. thought i squashed my first cockroach ever. but apparently not. and it's now somewhere under my bed 
817,0,@_iPiNk_ just chilling out i got my toncils out and that sucked 
818,0,@ricksanchezcnn Ryan ONeil was supposed to wed her they said within days..i wonder if they did  truly a sad day..She was a brave soul
819,0,@tysonj And it's probably only upgradeable from Vista too. 
820,0,@MouseisTheWal sorry for your loss 
821,0,seriously Mrs Fawcett is gone???.....omg 
822,0,oh how sad - Farrah Fawcett has died at 62.   
823,0,@starbright31 Me either. I don't like it here outside of the loop! 
824,0,@CourtBethune for reals 
825,0,I already miss my baby 
826,0,@aldoturangan karna I had a bad afternoon! Ruins the whole europe mood. 
827,0,@ThisIsRobThomas I figured that after I saw the TV in the dorm lobby. Sad. 
828,0,@sharifedak I'm about to be in Towson! Well in an hour. hoho. i dont like raspberries though 
829,0,"feeling sad, because I am not in ATL to celebrate my friend's birthday "
830,0,"This morning, it looked like today was going to be a pretty productive day.  Then Steven turned on the PS3. "
831,0,"RIP Farrah Fawcett, per CNN she passed away at 9:28aPT/12:28pET today. "
832,0,@Tolsonii Oooooohhhhh how sad..... 
833,0,"@p0sixninja tks, but this time Apple made things so hard. They hide all the weak points in the board  all ICs is the newest model ..."
834,0,making lunch in the apartment and going back for more work 
835,0,stiLL headache!~ 
836,0,@samquerrey talk about getting kicked when you're down.. 
837,0,"oh my gosh; i feel like death. i need to puke, but i can't. "
838,0,My hair is blonde and orange. . . The red is fading since i've bleached it. 
839,0,Farrah died.           and mindy and the kids trashed the house since Sunday
840,0,"@peterfacinelli i am so glad that u are and always will be Team Edward, i don't really like Jacob fans "
841,0,Dammit she died before they could get married 
842,0,"Today I saw something that I shouldn't have seen. But, what has been seen cannot be unseen... "
843,0,"@runkeeper #runkeeper disappointed that had my best run of the week and GPS failed me, ran at least 3mile in 25 mins "
844,0,@jacvicious i want some too 
845,0,Goin to pick mom up &amp; headin to court 
846,0,my eye ball is fat from a bug bit.  I look weird  this is bad for my exceedingly high self image.
847,0,No beach today  stupid stanky weather. Out and about soon. Momma can't make me clean forever..
848,0,RIP Farrah Fawcett... a heartbreaking story... She is finally at peace now 
849,0,farrah fawcett passed away  but her amazing story will live on.
850,0,some ones playing backstreet boys in g hostel 
851,0,Aargh aargh why is boss early day BEFORE I need to leave at 5.30 and late on day I have to? Now praying tube runs fast  on stage in 1hr
852,0,"@msgoofy1970: Well, I owe ya some gas money...but it's not near that much.  Be careful with Wayne. "
853,0, :'( where ius that one person that can make me smile 
854,0,Spent 4 hours untangling a light today. My mind hurts from the concentration 
855,0,Farah Fawcett is dead. Goodbye Charlie's Angel  http://bit.ly/mkDn1
856,0,my sister can never do anything with me. she pisses me off so much. 
857,0,lost my purple urkle 
858,0,Home! Missed all of Neighbours 
859,0,Wait.. where are my updates from yesterday?! They vanished into thin air 
860,0,"Hairdresser off 2day  bout 2 take it ol school mommy bout 2 perm my hair! Jus bought da perm dtwn, bye bye naps, hello fresh wash &amp; set!"
861,0,RIP Farrah Fawcett  her story hits so close to home....it kindoff hurts. ILY Mommy
862,0,WHAT HAPPEN TODAY??? looks like a bad day shining 
863,0,its when you say 'eh' that i hate it the most cos that's when you gotta go. 
864,0,Aww  what a fighter Farrah Fawcett passed...
865,0,Damn. RIP Farrah Fawcett has died at age 62.  
866,0,@electricbluebrd  ... today?
867,0,"Retweeting @jimlokay: Farrah Fawcett dead: http://kdka.com/national/Farrah.Fawcett.hospital.2.977566.html &lt;-- so sad, too young "
868,0,aww farrah passed away 
869,0,@mjoseff - I know!  I'm so sad I won't be there to see them 
870,0,"@mystifiedLaLa Too many deaths this year, I can't handle it "
871,0,@IZZYeatsBABIES TEAR. Oh that saddens me.  I'll just have to buy it online I suppose.
872,0,@MissKellyO Me too Kelly! At least she wont have any more pain 
873,0,So sad about Farrah Fawcett...my thoughts are with her family. 
874,0,ughhh STFU i dont feel good 
875,0,Gah I think my doctor just laughed at me. She's usually so nice 
876,0,according to French news after 2nd July the search for AF447 may be over as the signals will fade &amp; be silent forever more.. 
877,0,Rest in peace farrah. 
878,0,"Just realized my lunch is baking away in my car, many miles away. "
879,0,Woke up at 1 pm. Not nice. Gotta study Math the wholee day 
880,0,laina leaves today 
881,0,its very hotttt in nj but cant go in poool 
882,0,@SuperstarDJRay I am very saddened  My grandma and cousin are both battling cancer right now
883,0,@PerezHilton Farrah is in Heaven Perez...a Real Angel now...hugzzzzzzz  xoxo
884,0,R.I.P. Farrah Fawcett http://bit.ly/DVCgs  The beloved angel has passed away.   (via @PerezHilton) she was so strong &amp; brave.
885,0,Farrah Fawcett just died. sad   Not sure what that says about marriage tho since  Ryan O'Neal just proposed couple days ago. lol.
886,0,"Farrah Fawcett died?  So sad, shes in Heaven now."
887,0,S***!!! i don't want a new channel layout for youtube!! i like the way it is now.. 
888,0,"@lynnder oh noooo! I never knew that... I guess it makes sense, though. "
889,0,@madinalake So no more walking into doors or constant brownie updates with your phone?  Sad daaaay! Kill it at warped guys! See ya soon!
890,0,It's strange to feel so sad when someone dies that you have never met. RIP Farrah. 
891,0,@keenorga I doubt that this is the right thing to do  X4
892,0,@PaoMiami OMG SHE DIED?! 
893,0,Shame for just talk in English and Portuguese. 
894,0,"RIP, Farrah.  Sad.    I wanted to be an Angel so badly."
895,0,"Farrah Fawcett passed away.   She was a wonderful woman, God bless her. R.I.P"
896,0,"eating . i want back - baby, It's fact "
897,0,And Angel goes back to Heaven: Rest in Peace Ms. Farrah Fawcett 
898,0,Farrah Fawcett has passed away.  Very sad  http://tinyurl.com/lowvec (L.A. Times)
899,0,No! not Farrah Fawcett  Hollywood is dieing out like crazy lately! 
900,0,@Jendalyn Ughh now i have to wait forever  I said be here at 1:30!!!!
901,0,@AlbertusDimas @bete_xpop @NaDYa_niQuE Did any of you guys notice that i felt asleep 30 mins before the movie was finished? silly me 
902,0,Oh no! Farrah fawcett died  she was so beautiful.
903,0,@TrueRandomGal Very very sad 
904,0,I was just thinking of Farrah Fawcett the other day  Rest in Peace Farrah
905,0,Thank you Farrah Fawcett for existing. you will be truly missed. 
906,0,"is going to miss elie unimaginably  wish I coulda been there this morning, bud. I miss you and I love you, and goodbye. (L)"
907,0,"@chicityenvy Haha, I'll try to but I'm broke "
908,0,have seen Pearl Harbor.. me loving that movie... always cried 
909,0,rest in peace farrah fawcett  you will honestly never be forgotten
910,0,@Ashuchan DEEP FRIED WHAT?   
911,0,Just woke up from the phone ringing 
912,0,i am sooooooo sad to hear about Farrah Fawcett! 
913,0,Awww RIP Farrah  I had her red bathing suit poster on my wall as a kid.
914,0,is getting ready for a long day 
915,0,@HematiteGoddess I just read that on another Twitter but don't see anny news about it. I guess it was just announced not long ago? Sad. 
916,0,dont no why but i can never concentrate on coursework! 
917,0," @cnnbrk: Farrah Fawcett, star of &quot;Charlie's Angels,&quot; has died from cancer at 62."
918,0,"Farrah faucett has lost her battle with cancer.  I adored her growing up, even had the Farrah haircut. "
919,0,"is still on the job hunt, plus this heat, man my life is really at a stand still "
920,0,Rest in peace Farrah 
921,0,"recently , I have nothin interesting to tweet about   . usually I have unusual events or something stupid happens to me , bt not recently"
922,0,@shenangagain 
923,0,im starving and we have nothing to eat in the house.   
924,0,I'm sooo sad about farrah fawcet 
925,0,"RIP Farrah Fawcett, you will be missed. "
926,0,Farrah Fawcett Has Died  I'm going to go Watch Charlie Angels!
927,0,Saw the second episode of Six Feet Under season 2 last night. The ending was heartbreaking. 
928,0,"lemon honey tea, i have three weeks worth of laundry to do. "
929,0,@frannnyyyrulez man i wish i could go. 
930,0,"Charlie's Angels may have been a jigglefest at times, but it was one of the first shows to have women kicking ass &amp; taking names. #farrah "
931,0,so sad farrah fawcett has died at the age of 62  she will be missed
932,0,"Aw, damn.  First Ed McMahon, now Farrah. "
933,0,Ahh Sad about Farah Fawcett 
934,0,"is saddened to hear of the death of Farrah Fawcett.  She fought a good fight, keeping her in my prayers and thoughts. "
935,0,"ugh, stayed up way too late then took a nap. now I feel worse.  not so good. hope you are all doing better than I am today."
936,0,trying to figure out twitter 
937,0,@Tamori_80 It's really sad. 
938,0,Farrah Fawcett died  So sad. I hope she is in a better place; R.I.P
939,0,"Goodbye, Farrah "
940,0,ADDX is dead today 
941,0,Celebrity deaths come in 3. Ed mcm farah fawcett. Who is next 
942,0,I wish I had one of those jobs were you get the summers off. It's beautiful outside and I'm stuck inside this dreadful box 
943,0,RIP Farrah Fawcett  You were one classy lady.
944,0,@whatswhat_sian so sad ... 
945,0,rest in peace to farrah fawcett 
946,0,@AngieWrites started already 
947,0,So so sad!!  I always admired and fashioned the Farrah Fawcett hair. I even have the FF doll 
948,0,I hate I miss my am walk with my 2 partners  20 flights it is
949,0,Reading: 'Charlie's Angel' Farrah Fawcett dies at 62 - Yahoo! News - How sad   http://bit.ly/1uzm2F
950,0,Love Farrah Fawcett this is sooo sad  America's sweetheart RIP
951,0,That is sad... It just popped up on E 
952,0,@eve6er69 - I really do feel bad about the poor little thing. 
953,0,omg farrah fawcett died half an hour ago 
954,0, Miyazaki tickets sold out in a half hour.  and i didn't get one 
955,0,@KhloeKardashian Amen sweet Khloe...Farrah is in Heaven now A Beloved Angel...hugzzzzzzzzzzzz xoxo 
956,0,Farrah passed away today  so sad
957,0,"keeping a close eye on my dog Pongo....poor thing, had a HUGE run in with a doe last night...she's walking like an old lady today... "
958,0,Rest In Peace Farrah Fawcett 
959,0,My dad is outside working and my poor cat is out in the unbarable heat 
960,0,"I'm still stuck.....gotta get going....btw, the carpel tunnel in my left hand is getting bad...another shot? probly  not soon tho."
961,0,@AtomicKelli Just realized my message to you the other day have the wrong name! 
962,0,"I am already getting jacked up for football season, and training camps don't even start for another month! "
963,0,oh my god I just heard that farrah fawcett died  that's so sad.
964,0,oh no! farrah fawcett dead at age 62  we all knew it was coming but it's still super sad - may she rest in peace http://tinyurl.com/lowvec
965,0,@TimHawkFan NO WAY!!!  Wow an American Icon has passed 
966,0,"@FaeriedTreasure awwwww, thats sad "
967,0,I'm soooooooo bored in this class! Some one help me please make me laff... 
968,0,@kurtshoe so pissed i have to work all weekend and can't go to the lake... 
969,0,im toooo warm 
970,0,Off to work in the thunder and lightning! 
971,0,needs her iced tall caramel machiato happiness. like so badly.. 
972,0,@MSWindows never mind the site is working now sorry 
973,0,Well Farrah Fawcett is now chilling with Ed McMahon. RIP guys you will be missed.  Cancer took 2 more cool people
974,0,@laurenazios at least they cover you...my insurance is claiming preexisting conditions so i get to foot the whole bill for $300/mo ins. 
975,0,@p_kaye Hey P....I miss yooooou 
976,0,Farrah Fawcett has died. At least she doesn't have to suffer anymore. 
977,0,@ScorpioEyes10 @MrYeah83 i thought it was comin out this summer 
978,0,going to attempt to Fill all the safe cig orders today and mail them.....sucks being sick 
979,0,Saddened that Farrah Fawcett is gone.   Her fight was inspiring.
980,0,Just heard the grim news that one of the quintessential American beauties just passed  I will wear the Farah 'do as tribute today.
981,0,"Cancer Sucks  RIP, Farrah"
982,0,@Stefan_MK1  Now I just want to hug you.
983,0,I'm in a pretty bad mood and I have no damn idea why! Grr! 
984,0,@laerwen I just got the CNN tweet.  RIP.  
985,0,My keyboard is broken  Ahh work tonight!
986,0,only 12 weeks remaining 
987,0,i think today is the day were i have twittered the most all because of this BOREDOM!!!! 
988,0,Sad that Farah Fawcett just passed away 
989,0,Just had dinner.. not much of an apettite... 
990,0,my discount code doesnt make much difference...   if ur buying from Clandestine: code : TAYLOR 10% off
991,0,"Once again, I'm chickening out... "
992,0,@missinthia oh no way!!! how sad - they didn't have time to get married 
993,0,"@bubblet0ess thanks hun, i hope you feel better too na jaa.. i hate it though, there's nothing else wrong i'm just coughing! seng  x"
994,0, Farrah Fawcett has passed away 
995,0,no one does/did feathered hair like Ms Fawcett.. &amp; Ive tried...still trying.. 
996,0,Leavers BBQ was nothing special 
997,0,is saddened to hear about Farrah Fawcett. Rest in Peace. &lt;# 
998,0,@buckhollywood it's so sad that she died 
999,0,rip farrah fawcet...she was a true icon. its a sad day. 
1000,0,"CAN'T BEAT LIVE MUSIC, WISH I COULD SING BUT I CAN'T "
1001,0,Charlie lost an angel today   Very sad   http://twurl.nl/k5bw5m
1002,0,"at work, and very bored "
1003,0,"It's weird how celebrities go in threes. Carradine, McMahon and now Farrah. "
1004,0,"@adelate Farrah's dead? Had no idea.. RIP Farrah, indeed. "
1005,0,Very sad news.  Farrah Fawcett passed away.  
1006,0,"I'm so sad to hear the news about Farrah Fawcett... She was a Corpus Christi native, and will be missed dearly. "
1007,0,R.I.P. Farrah Fawcett...  A super-hottie to the end.  Now a real angel.
1008,0,damn my plans 4 2morrow r cancelled now wat am supposed to do 
1009,0,Rest in peace Farrah Fawcett.  so sad.
1010,0,Retweeting @secretagentmama: Rest in Peace Farrah Fawcett..  http://is.gd/1dfIb
1011,0,"Yay, Haruhi Endless Eight part 2/3! And I thought two episodes were too many "
1012,0,We really need to keep doing our parts to help find a cure for cancer. Too many lives have been loss to cancer. RIP Aunt Alice I love you 
1013,0,Rest in peace Farrah  What a sad day
1014,0,Ah huge bummer. R.I.P. Sky Saxon. The Seeds owned it in their day   http://bit.ly/mD3pI
1015,0," I jinxed my good mood, I say I'm happy and all that cause Nicks the father to sharons baby and now Farrah dies... didn't know her but its"
1016,0,"ahh it's too nice out, don't want to be at work right now "
1017,0,@keithprivette aw it doesn't DVR... It's online only at http://foxnews.com/strategyroom Sorry  It streams only only.
1018,0,The lasagna wasn't very good today    thank god for snickers bars...
1019,0,@SimplyStar  me too 
1020,0,Sick  I might have Influenza AH1N1 
1021,0,"on a brighter note, tmrw's pay day and is a little meaningless to me coz i have many things to settle on n ZARA is waving at me already "
1022,0,Farrah Fawcett.  She was a couragous fighter.
1023,0,It won't rain anymore. 
1024,0,"@MissKellyO oh no, just read it on bbc breaking news. Waay to young "
1025,0,@officialmgnfox 
1026,0,@Ecgric It is sad... she battled colon cancer for 2+ years 
1027,0,rest in peace Farrah Fawcett 
1028,0,Just made a small scratch on my iPhone  .. Bumped it against the tp holder. Public stalls are way too small! TT__TT
1029,0,"Rest in peace, farrah fawcet "
1030,0,rest in peace farrah fawcett. how sad. 
1031,0,@milkbone19 I know girl. So sad   http://myloc.me/5CGf
1032,0,WHY is the picture Gi tweeted of Marvin not showing up?  I wanted to save it.
1033,0,wishes Momma wasn't suffering at work 
1034,0,4 hours of sleep? I'll take it.   RIP Farrah 
1035,0,Farrah Fawcett is now God's Angel 
1036,0,I wish people would learn to flush the toilet in public places 
1037,0,Farrah Fawcett died this morning.  
1038,0,Farrah Fawcett....certainly a soldier that can finally now rest.  Sad to see her go 
1039,0,@RiskyBusinessMB i want to meet you!!!  please please please come to the uk  xxx
1040,0,"@missdra Yes, they probably do, but I'm just that pumped about wanting a chicken baconator and technically they don't exist "
1041,0,@DarthSarah Poor Ryan O'Neal.  He's got to be heart broken.  
1042,0,I am not looking forward to telling my mom  She loved Farrah as much as she loved Bea (and I feel the same as well).
1043,0,RIP Farrah Fawcett  She was only 62. And still beautiful. Sad week for celebs.
1044,0,Ok so I woke up late and I am now starting to drink the oral solution 
1045,0,torres on the cover of the new Pro Evo.... poor..... very poor  FIFA ftw
1046,0,Farah faucet  rest in peace 62509
1047,0,letti threw my contacts out 
1048,0,"I just saw a pigeon get clipped by a car. Poor thing flew away, but there were feathers everywhere. "
1049,0,aww @sharifedak we're not close anymore 
1050,0,I don't have an appetite and I'm at a buffet  this saddens me
1051,0,R.I.P Farrah Fawcett ... Mankind lost one of its bravest angels. 
1052,0,Omg Farrah fawcet passed away today. I hate when anyone passes it's soo sad. God bless her family and may she RIP 
1053,0,@rememberthedays no performance are you seeeerious 
1054,0,#Farrah Fawcett has passed away.  http://www.cnn.com/2009/SHOWBIZ/TV/06/25/obit.fawcett/index.html
1055,0,I am so very saddened... I have always adore her.   Farrah Fawcett R.I.P.     *sigh*
1056,0,"@dangwhat I'm in plano (190 &amp; midway) far from uptown, trust me "
1057,0, RIP Farrah Fawcett just heard the news...
1058,0,RIP Farrah Fawcett ... thoughts and prayers for her family and friends 
1059,0,awww RIP Farrah Fawcett  bummer @takianballard I didn't know til I saw your post
1060,0,"Sounds tastey! We woulda been shooting Saturday babe, but I gotta get them funds up...    maybe next month@BarbieBibiana"
1061,0,Just heard Farrah Fawcett passed away  RIP Farrah!!!
1062,0,Watching king kong alone because steve doesn't like it 
1063,0,OMG FARRAH FAWCETT DIED. She was my hair idol...  rest in peace.
1064,0,I've never been so sad to leave work! I won't see my boss for a month and a half!!!!! 
1065,0,Farrah Fawcett has passed away after losing her battle with cancer.  - http://bkite.com/08Tv6
1066,0,@jonesin4cali nope...that why I said I &quot;wish&quot;. Picadilly was bulldozed (a house built in 1917) the Summer of 2007 if I'm not mistaken. 
1067,0,"OMG cannot believe farrah fawcetts passed on , R.I.P        "
1068,0,"GUYS, farrah fawcett, ed mcmahon, and david carradine died within the same month.  this is making me emo right now."
1069,0,@Rikku819 Fuccccccckkkkkk!!! That is so sad 
1070,0,@HartHanson Please send my condolences to Ryan O'Neal. 
1071,0,"@ziggysego Yeah, I spent many a teenage night wishing I'd been born 40 years earlier. "
1072,0,It's soooo hot. I don't deal with heat well. 
1073,0,Just realized we missed our chiropractor appointment this morning.  Now to reschedule...
1074,0,So long Farrah 
1075,0,"@Fisher6225 I know, this really sucks "
1076,0,@indiAAli No mam I wish!!! I am in Tuscaloosa  what about you?
1077,0,Microsoft just doesn't get it  Check out their feeble justifications for using Word to render emails:  http://ow.ly/fQhU
1078,0,#Farrah Fawcett has passed away.  http://www.cnn.com/2009/SHOWBIZ/TV/06/25/obit.fawcett/index.html by @spokesnwheels [1611]
1079,0, So sad to see you go Farrah. Thanks for being my hottie girl I wanted to be when I grew up!
1080,0,Farrah Fawcet has passed away at 62  
1081,0,RIP Farrah Fawcett  I watched her special&amp;admired her strength so much!Glad she's no longer in pain now.She'll 4eva be remembered
1082,0,Just heard that Farrah passed away.  
1083,0,@Has_Bookpushers It sucks to watch someone suffer and decline like that 
1084,0,You guys might hate me for saying this.. But I don't understand Rolando! 
1085,0,how can the sims not come @ChrispyCrittr  oh well... yeah u need to get back to CC asap
1086,0,"oh, how sad. farrah fawcett just died less than an hour ago. "
1087,0,Farrah fawcett died of cancer today 
1088,0,Im so sad Farrah Fawcett died. she was a true angel  RIP
1089,0,omg farrah fawcett rest in peace. she is in a better place now  now she really is an angel 
1090,0,at the gym &amp; just found out about farrah- thats so sad 
1091,0,RIP Farrah  Feathered hair will never be the same! You'll be missed.
1092,0,blaaaaarg... 4 more hours to go 
1093,0,@BrittGastineau very sad  Our Beloved Angel! xoxo hugzzzzzzzzzzzz
1094,0,"@barnoah Ah yes, there are quite a few Texans who come up and compete in the Rodeo at Stampede.. I don't have authentic boots "
1095,0,RIP Farrah. 62 is no age 
1096,0,"somethings wrong with me, im pretty sure..i dont have any energy. and i feel awful.  this isnt fun."
1097,0,"Aw damn, eb games and wal-mart don't have it "
1098,0,"@gipsy_dreamer she's gone, then? I knew she didn't have long left "
1099,0,Goodbye Angel! We'll miss you  #FarrahFawcettRIP
1100,0,Rest in Peace Farrah Fawcett 
1101,0,Farrah Fawcett has died   sending love and condolences to her family and friends http://bit.ly/I65t7
1102,0,sooo i think last night i was slipped some E... am i happy about this? noooooo 
1103,0,Farrah Fawcett has died at age 62 
1104,0,"How sad....Farrah Fawcett has died.  Well, at least she will no longer be suffering."
1105,0,Laptop upgrade from #Hardy to #Jaunty was a massive failure   Upside is that it only took 20 minutes to reinstall a fresh copy of #Jaunty!
1106,0,@CreditGrade  My credit grade was a D! 
1107,0,@scoopemup why u send ya condolences to me? cuz of Farrah 
1108,0,"@kyuhyunnie I heard a sound...like a person kick the chair nearby.Nobody around.My stomach shrinked.So scared,oppa! "
1109,0,being below average sucks! 
1110,0,My house = powerless. 
1111,0,"@Tacoluv Yes, she had cancer...I'm not sure what kind "
1112,0,Sad news every1 Farrah Fawcett has died of cancer at age 62 
1113,0,@JooTae she's having a party in heaven with Jesus! wish I was invited  hehe miss you Briana
1114,0,Crap! Firefox is not working. :/ So now I am using IE 
1115,0,@Kitt69 thats awful about the homeless guy!!!!! 
1116,0,"Aw, sad about Farrah Fawcett. Was hoping she'd get a miracle. "
1117,0,jus heard farrah fawcett passed 
1118,0,Rest in peace farrah fawcett. Sad day 
1119,0,saw a skinny kitten with its mother  I could only give some food ( soooorrryyy kitty.. T_T
1120,0,Farrah is dead 
1121,0,is so so sad to hear that farrah fawcett passed away. i'm praying for her and her loved ones! 
1122,0,just doesnt understand you anymore and wants to know why you changed 
1123,0,Starting work at 11am is great!     Until I think about how long I might have to be here 
1124,0,Farrah Fawcett  you will be missed 
1125,0,@GeorgiaPrincez You left last night and I missed you....    But I posted this morning. ;)  hehe
